Identifier,Taxa1,Taxa2,Taxa3
SMGC_6783,Virus,Siphoviridae,Siphoviridae
SMGC_6775,Virus,Siphoviridae,Siphoviridae
SMGC_6790,Virus,Siphoviridae,Siphoviridae
SMGC_6791,Virus,Siphoviridae,Siphoviridae
SMGC_6781,Virus,Siphoviridae,Siphoviridae
SMGC_6789,Virus,Siphoviridae,Siphoviridae
SMGC_6784,Virus,Siphoviridae,Siphoviridae
SMGC_6787,Virus,Siphoviridae,Siphoviridae
SMGC_6788,Virus,Siphoviridae,Siphoviridae
SMGC_6785,Virus,Siphoviridae,Siphoviridae
SMGC_6774,Virus,Siphoviridae,Siphoviridae
SMGC_6780,Virus,Siphoviridae,Siphoviridae
SMGC_6776,Virus,Unassigned,Unassigned
SMGC_6786,Virus,Unassigned,Unassigned
SMGC_6777,Virus,Siphoviridae,Siphoviridae
SMGC_6778,Virus,Myoviridae,Myoviridae
SMGC_6793,Virus,Siphoviridae,Siphoviridae
SMGC_6792,Virus,Siphoviridae,Siphoviridae
SMGC_6799,Virus,Myoviridae,Myoviridae
SMGC_6797,Virus,Siphoviridae,Siphoviridae
SMGC_6795,Virus,Siphoviridae,Siphoviridae
SMGC_6794,Virus,Other,Other
SMGC_6796,Virus,Other,Other
SMGC_6798,Virus,Papillomaviridae,Papillomaviridae
SMGC_6806,Virus,Siphoviridae,Siphoviridae
SMGC_6802,Virus,Siphoviridae,Siphoviridae
SMGC_6803,Virus,Siphoviridae,Siphoviridae
SMGC_6800,Virus,Siphoviridae,Siphoviridae
SMGC_6805,Virus,Myoviridae,Myoviridae
SMGC_6801,Virus,Other,Other
SMGC_6807,Virus,Siphoviridae,Siphoviridae
SMGC_6804,Virus,Other,Other
SMGC_6808,Virus,Siphoviridae,Siphoviridae
SMGC_6810,Virus,Siphoviridae,Siphoviridae
SMGC_6809,Virus,Siphoviridae,Siphoviridae
SMGC_6811,Virus,Siphoviridae,Siphoviridae
SMGC_6812,Virus,Siphoviridae,Siphoviridae
SMGC_6813,Virus,Siphoviridae,Siphoviridae
SMGC_6814,Virus,Siphoviridae,Siphoviridae
SMGC_6815,Virus,Siphoviridae,Siphoviridae
SMGC_6816,Virus,Myoviridae,Myoviridae
SMGC_6817,Virus,Siphoviridae,Siphoviridae
SMGC_6818,Virus,Siphoviridae,Siphoviridae
SMGC_6819,Virus,Myoviridae,Myoviridae
SMGC_6820,Virus,Other,Other
SMGC_6821,Virus,Podoviridae,Podoviridae
SMGC_6822,Virus,Unassigned,Unassigned
SMGC_6824,Virus,Siphoviridae,Siphoviridae
SMGC_6823,Virus,Siphoviridae,Siphoviridae
SMGC_6825,Virus,Other,Other
SMGC_6826,Virus,Other,Other
SMGC_6827,Virus,Unassigned,Unassigned
SMGC_6828,Virus,Siphoviridae,Siphoviridae
SMGC_6829,Virus,Siphoviridae,Siphoviridae
SMGC_6831,Virus,Siphoviridae,Siphoviridae
SMGC_6830,Virus,Other,Other
SMGC_6832,Virus,Myoviridae,Myoviridae
SMGC_6833,Virus,Siphoviridae,Siphoviridae
SMGC_6834,Virus,Other,Other
SMGC_6835,Virus,Myoviridae,Myoviridae
SMGC_6836,Virus,Other,Other
SMGC_6837,Virus,Siphoviridae,Siphoviridae
SMGC_6838,Virus,Siphoviridae,Siphoviridae
SMGC_6839,Virus,Unassigned,Unassigned
SMGC_6842,Virus,Myoviridae,Myoviridae
SMGC_6840,Virus,Siphoviridae,Siphoviridae
SMGC_6844,Virus,Other,Other
SMGC_6841,Virus,Podoviridae,Podoviridae
SMGC_6843,Virus,Myoviridae,Myoviridae
SMGC_6845,Virus,Other,Other
SMGC_6846,Virus,Circoviridae,Circoviridae
SMGC_6847,Virus,Myoviridae,Myoviridae
SMGC_6848,Virus,Siphoviridae,Siphoviridae
SMGC_6849,Virus,Siphoviridae,Siphoviridae
SMGC_6850,Virus,Siphoviridae,Siphoviridae
SMGC_6852,Virus,Siphoviridae,Siphoviridae
SMGC_6851,Virus,Other,Other
SMGC_6853,Virus,Unassigned,Unassigned
SMGC_6854,Virus,Siphoviridae,Siphoviridae
SMGC_6855,Virus,Unassigned,Unassigned
SMGC_6856,Virus,Siphoviridae,Siphoviridae
SMGC_6857,Virus,Unassigned,Unassigned
SMGC_6858,Virus,Siphoviridae,Siphoviridae
SMGC_6859,Virus,Myoviridae,Myoviridae
SMGC_6860,Virus,Other,Other
SMGC_6861,Virus,Other,Other
SMGC_6862,Virus,Other,Other
SMGC_6863,Virus,Siphoviridae,Siphoviridae
SMGC_6864,Virus,Other,Other
SMGC_6865,Virus,Other,Other
SMGC_6866,Virus,Siphoviridae,Siphoviridae
SMGC_6867,Virus,Unassigned,Unassigned
SMGC_6871,Virus,Siphoviridae,Siphoviridae
SMGC_6869,Virus,Siphoviridae,Siphoviridae
SMGC_6874,Virus,Unassigned,Unassigned
SMGC_6868,Virus,Other,Other
SMGC_6873,Virus,Siphoviridae,Siphoviridae
SMGC_6870,Virus,Siphoviridae,Siphoviridae
SMGC_6872,Virus,Siphoviridae,Siphoviridae
SMGC_6877,Virus,Siphoviridae,Siphoviridae
SMGC_6876,Virus,Unassigned,Unassigned
SMGC_6875,Virus,Siphoviridae,Siphoviridae
SMGC_6878,Virus,Siphoviridae,Siphoviridae
SMGC_6880,Virus,Other,Other
SMGC_6879,Virus,Siphoviridae,Siphoviridae
SMGC_6881,Virus,Other,Other
SMGC_6882,Virus,Papillomaviridae,Papillomaviridae
SMGC_6883,Virus,Siphoviridae,Siphoviridae
SMGC_6885,Virus,Siphoviridae,Siphoviridae
SMGC_6884,Virus,Siphoviridae,Siphoviridae
SMGC_6886,Virus,Unassigned,Unassigned
SMGC_6887,Virus,Other,Other
SMGC_6888,Virus,Siphoviridae,Siphoviridae
SMGC_6890,Virus,Siphoviridae,Siphoviridae
SMGC_6889,Virus,Siphoviridae,Siphoviridae
SMGC_6891,Virus,Siphoviridae,Siphoviridae
SMGC_6892,Virus,Siphoviridae,Siphoviridae
SMGC_6893,Virus,Siphoviridae,Siphoviridae
SMGC_6895,Virus,Podoviridae,Podoviridae
SMGC_6894,Virus,Siphoviridae,Siphoviridae
SMGC_6896,Virus,Podoviridae,Podoviridae
SMGC_6897,Virus,Podoviridae,Podoviridae
SMGC_6899,Virus,Podoviridae,Podoviridae
SMGC_6898,Virus,Siphoviridae,Siphoviridae
SMGC_6900,Virus,Siphoviridae,Siphoviridae
SMGC_6901,Virus,Unassigned,Unassigned
SMGC_6902,Virus,Siphoviridae,Siphoviridae
SMGC_6903,Virus,Siphoviridae,Siphoviridae
SMGC_6904,Virus,Other,Other
SMGC_6905,Virus,Siphoviridae,Siphoviridae
SMGC_6906,Virus,Other,Other
SMGC_6907,Virus,Siphoviridae,Siphoviridae
SMGC_6908,Virus,Siphoviridae,Siphoviridae
SMGC_6909,Virus,Siphoviridae,Siphoviridae
SMGC_6910,Virus,Polyomaviridae,Polyomaviridae
SMGC_6911,Virus,Siphoviridae,Siphoviridae
SMGC_6912,Virus,Other,Other
SMGC_6913,Virus,Polyomaviridae,Polyomaviridae
SMGC_6914,Virus,Myoviridae,Myoviridae
SMGC_6916,Virus,Myoviridae,Myoviridae
SMGC_6915,Virus,Siphoviridae,Siphoviridae
SMGC_6917,Virus,Myoviridae,Myoviridae
SMGC_6918,Virus,Other,Other
SMGC_6919,Virus,Siphoviridae,Siphoviridae
SMGC_6920,Virus,Baculoviridae,Baculoviridae
SMGC_6921,Virus,Other,Other
SMGC_6924,Virus,Other,Other
SMGC_6923,Virus,Other,Other
SMGC_6922,Virus,Other,Other
SMGC_6925,Virus,Siphoviridae,Siphoviridae
SMGC_6926,Virus,Siphoviridae,Siphoviridae
SMGC_6927,Virus,Siphoviridae,Siphoviridae
SMGC_6928,Virus,Siphoviridae,Siphoviridae
SMGC_6929,Virus,Siphoviridae,Siphoviridae
SMGC_6931,Virus,Siphoviridae,Siphoviridae
SMGC_6937,Virus,Siphoviridae,Siphoviridae
SMGC_6936,Virus,Siphoviridae,Siphoviridae
SMGC_6930,Virus,Podoviridae,Podoviridae
SMGC_6933,Virus,Podoviridae,Podoviridae
SMGC_6932,Virus,Siphoviridae,Siphoviridae
SMGC_6934,Virus,Siphoviridae,Siphoviridae
SMGC_6935,Virus,Siphoviridae,Siphoviridae
SMGC_6939,Virus,Siphoviridae,Siphoviridae
SMGC_6938,Virus,Siphoviridae,Siphoviridae
SMGC_6941,Virus,Podoviridae,Podoviridae
SMGC_6940,Virus,Siphoviridae,Siphoviridae
SMGC_6945,Virus,Siphoviridae,Siphoviridae
SMGC_6947,Virus,Siphoviridae,Siphoviridae
SMGC_6944,Virus,Myoviridae,Myoviridae
SMGC_6946,Virus,Myoviridae,Myoviridae
SMGC_6943,Virus,Siphoviridae,Siphoviridae
SMGC_6942,Virus,Other,Other
SMGC_6948,Virus,Siphoviridae,Siphoviridae
SMGC_6949,Virus,Siphoviridae,Siphoviridae
SMGC_6950,Virus,Siphoviridae,Siphoviridae
SMGC_6951,Virus,Siphoviridae,Siphoviridae
SMGC_6952,Virus,Siphoviridae,Siphoviridae
SMGC_6953,Virus,Myoviridae,Myoviridae
SMGC_6954,Virus,Papillomaviridae,Papillomaviridae
SMGC_6955,Virus,Myoviridae,Myoviridae
SMGC_6957,Virus,Myoviridae,Myoviridae
SMGC_6956,Virus,Siphoviridae,Siphoviridae
SMGC_6958,Virus,Siphoviridae,Siphoviridae
SMGC_6959,Virus,Siphoviridae,Siphoviridae
SMGC_6960,Virus,Papillomaviridae,Papillomaviridae
SMGC_6965,Virus,Siphoviridae,Siphoviridae
SMGC_6962,Virus,Siphoviridae,Siphoviridae
SMGC_6966,Virus,Circoviridae,Circoviridae
SMGC_6961,Virus,Siphoviridae,Siphoviridae
SMGC_6964,Virus,Siphoviridae,Siphoviridae
SMGC_6963,Virus,Unassigned,Unassigned
SMGC_6967,Virus,Other,Other
SMGC_6973,Virus,Siphoviridae,Siphoviridae
SMGC_6972,Virus,Myoviridae,Myoviridae
SMGC_6971,Virus,Siphoviridae,Siphoviridae
SMGC_6970,Virus,Siphoviridae,Siphoviridae
SMGC_6969,Virus,Siphoviridae,Siphoviridae
SMGC_6968,Virus,Retroviridae,Retroviridae
SMGC_6975,Virus,Podoviridae,Podoviridae
SMGC_6974,Virus,Myoviridae,Myoviridae
SMGC_6977,Virus,Siphoviridae,Siphoviridae
SMGC_6976,Virus,Siphoviridae,Siphoviridae
SMGC_6979,Virus,Other,Other
SMGC_6978,Virus,Papillomaviridae,Papillomaviridae
SMGC_6980,Virus,Siphoviridae,Siphoviridae
SMGC_6981,Virus,Siphoviridae,Siphoviridae
SMGC_6982,Virus,Siphoviridae,Siphoviridae
SMGC_6983,Virus,Siphoviridae,Siphoviridae
SMGC_6984,Virus,Other,Other
SMGC_6985,Virus,Papillomaviridae,Papillomaviridae
SMGC_6986,Virus,Podoviridae,Podoviridae
SMGC_6987,Virus,Siphoviridae,Siphoviridae
SMGC_6988,Virus,Other,Other
SMGC_6989,Virus,Siphoviridae,Siphoviridae
SMGC_6990,Virus,Siphoviridae,Siphoviridae
SMGC_6991,Virus,Siphoviridae,Siphoviridae
SMGC_6992,Virus,Siphoviridae,Siphoviridae
SMGC_6993,Virus,Siphoviridae,Siphoviridae
SMGC_6999,Virus,Siphoviridae,Siphoviridae
SMGC_7009,Virus,Siphoviridae,Siphoviridae
SMGC_7001,Virus,Siphoviridae,Siphoviridae
SMGC_6997,Virus,Siphoviridae,Siphoviridae
SMGC_6994,Virus,Siphoviridae,Siphoviridae
SMGC_6995,Virus,Siphoviridae,Siphoviridae
SMGC_7000,Virus,Unassigned,Unassigned
SMGC_7005,Virus,Myoviridae,Myoviridae
SMGC_7002,Virus,Siphoviridae,Siphoviridae
SMGC_6996,Virus,Siphoviridae,Siphoviridae
SMGC_6998,Virus,Siphoviridae,Siphoviridae
SMGC_7006,Virus,Siphoviridae,Siphoviridae
SMGC_7003,Virus,Papillomaviridae,Papillomaviridae
SMGC_7004,Virus,Myoviridae,Myoviridae
SMGC_7007,Virus,Myoviridae,Myoviridae
SMGC_7008,Virus,Myoviridae,Myoviridae
SMGC_7010,Virus,Papillomaviridae,Papillomaviridae
SMGC_7011,Virus,Podoviridae,Podoviridae
SMGC_7012,Virus,Siphoviridae,Siphoviridae
SMGC_7013,Virus,Siphoviridae,Siphoviridae
SMGC_7017,Virus,Siphoviridae,Siphoviridae
SMGC_7015,Virus,Siphoviridae,Siphoviridae
SMGC_7016,Virus,Unassigned,Unassigned
SMGC_7014,Virus,Siphoviridae,Siphoviridae
SMGC_7018,Virus,Siphoviridae,Siphoviridae
SMGC_7019,Virus,Podoviridae,Podoviridae
SMGC_7020,Virus,Other,Other
SMGC_7021,Virus,Podoviridae,Podoviridae
SMGC_7022,Virus,Siphoviridae,Siphoviridae
SMGC_7023,Virus,Siphoviridae,Siphoviridae
SMGC_7024,Virus,Siphoviridae,Siphoviridae
SMGC_7025,Virus,Siphoviridae,Siphoviridae
SMGC_7026,Virus,Podoviridae,Podoviridae
SMGC_7027,Virus,Siphoviridae,Siphoviridae
SMGC_7028,Virus,Siphoviridae,Siphoviridae
SMGC_7029,Virus,Siphoviridae,Siphoviridae
SMGC_7030,Virus,Siphoviridae,Siphoviridae
SMGC_7033,Virus,Siphoviridae,Siphoviridae
SMGC_7032,Virus,Unassigned,Unassigned
SMGC_7031,Virus,Siphoviridae,Siphoviridae
SMGC_7034,Virus,Siphoviridae,Siphoviridae
SMGC_7035,Virus,Siphoviridae,Siphoviridae
SMGC_7036,Virus,Siphoviridae,Siphoviridae
SMGC_7037,Virus,Siphoviridae,Siphoviridae
SMGC_7038,Virus,Siphoviridae,Siphoviridae
SMGC_7040,Virus,Siphoviridae,Siphoviridae
SMGC_7039,Virus,Siphoviridae,Siphoviridae
SMGC_7043,Virus,Unassigned,Unassigned
SMGC_7042,Virus,Siphoviridae,Siphoviridae
SMGC_7041,Virus,Siphoviridae,Siphoviridae
SMGC_7044,Virus,Unassigned,Unassigned
SMGC_7045,Virus,Other,Other
SMGC_7046,Virus,Siphoviridae,Siphoviridae
SMGC_7047,Virus,Siphoviridae,Siphoviridae
SMGC_7048,Virus,Siphoviridae,Siphoviridae
SMGC_7049,Virus,Siphoviridae,Siphoviridae
SMGC_7052,Virus,Siphoviridae,Siphoviridae
SMGC_7050,Virus,Other,Other
SMGC_7051,Virus,Other,Other
SMGC_7053,Virus,Siphoviridae,Siphoviridae
SMGC_7054,Virus,Siphoviridae,Siphoviridae
SMGC_7055,Virus,Other,Other
SMGC_7056,Virus,Other,Other
SMGC_7057,Virus,Siphoviridae,Siphoviridae
SMGC_7058,Virus,Siphoviridae,Siphoviridae
SMGC_7059,Virus,Siphoviridae,Siphoviridae
SMGC_7060,Virus,Myoviridae,Myoviridae
SMGC_7061,Virus,Siphoviridae,Siphoviridae
SMGC_7062,Virus,Siphoviridae,Siphoviridae
SMGC_7064,Virus,Other,Other
SMGC_7063,Virus,Siphoviridae,Siphoviridae
SMGC_7065,Virus,Other,Other
SMGC_7066,Virus,Other,Other
SMGC_7067,Virus,Other,Other
SMGC_7068,Virus,Other,Other
SMGC_7069,Virus,Other,Other
SMGC_7070,Virus,Other,Other
SMGC_7071,Virus,Myoviridae,Myoviridae
SMGC_7072,Virus,Siphoviridae,Siphoviridae
SMGC_7073,Virus,Other,Other
SMGC_7074,Virus,Siphoviridae,Siphoviridae
SMGC_7075,Virus,Siphoviridae,Siphoviridae
SMGC_7076,Virus,Siphoviridae,Siphoviridae
SMGC_7080,Virus,Siphoviridae,Siphoviridae
SMGC_7077,Virus,Unassigned,Unassigned
SMGC_7078,Virus,Siphoviridae,Siphoviridae
SMGC_7079,Virus,Other,Other
SMGC_7081,Virus,Myoviridae,Myoviridae
SMGC_7082,Virus,Siphoviridae,Siphoviridae
SMGC_7084,Virus,Podoviridae,Podoviridae
SMGC_7083,Virus,Podoviridae,Podoviridae
SMGC_7087,Virus,Podoviridae,Podoviridae
SMGC_7085,Virus,Unassigned,Unassigned
SMGC_7086,Virus,Other,Other
SMGC_7088,Virus,Myoviridae,Myoviridae
SMGC_7089,Virus,Siphoviridae,Siphoviridae
SMGC_7090,Virus,Other,Other
SMGC_7091,Virus,Other,Other
SMGC_7092,Virus,Myoviridae,Myoviridae
SMGC_7093,Virus,Siphoviridae,Siphoviridae
SMGC_7094,Virus,Unassigned,Unassigned
SMGC_7095,Virus,Other,Other
SMGC_7096,Virus,Siphoviridae,Siphoviridae
SMGC_7097,Virus,Siphoviridae,Siphoviridae
SMGC_7100,Virus,Siphoviridae,Siphoviridae
SMGC_7098,Virus,Unassigned,Unassigned
SMGC_7099,Virus,Narnaviridae,Narnaviridae
SMGC_7103,Virus,Myoviridae,Myoviridae
SMGC_7101,Virus,Other,Other
SMGC_7102,Virus,Other,Other
SMGC_7104,Virus,Other,Other
SMGC_7106,Virus,Myoviridae,Myoviridae
SMGC_7105,Virus,Caulimoviridae,Caulimoviridae
SMGC_7107,Virus,Other,Other
SMGC_7108,Virus,Other,Other
SMGC_7109,Virus,Myoviridae,Myoviridae
SMGC_7110,Virus,Myoviridae,Myoviridae
SMGC_7111,Virus,Other,Other
SMGC_7112,Virus,Caulimoviridae,Caulimoviridae
SMGC_7114,Virus,Other,Other
SMGC_7113,Virus,Other,Other
SMGC_7115,Virus,Other,Other
SMGC_7117,Virus,Other,Other
SMGC_7116,Virus,Other,Other
SMGC_7118,Virus,Other,Other
SMGC_7119,Virus,Siphoviridae,Siphoviridae
SMGC_7120,Virus,Siphoviridae,Siphoviridae
SMGC_7121,Virus,Siphoviridae,Siphoviridae
SMGC_7122,Virus,Siphoviridae,Siphoviridae
SMGC_7123,Virus,Other,Other
SMGC_7124,Virus,Siphoviridae,Siphoviridae
SMGC_7125,Virus,Siphoviridae,Siphoviridae
SMGC_7126,Virus,Siphoviridae,Siphoviridae
SMGC_7127,Virus,Other,Other
SMGC_7129,Virus,Siphoviridae,Siphoviridae
SMGC_7130,Virus,Siphoviridae,Siphoviridae
SMGC_7131,Virus,Siphoviridae,Siphoviridae
SMGC_7128,Virus,Myoviridae,Myoviridae
SMGC_7135,Virus,Siphoviridae,Siphoviridae
SMGC_7134,Virus,Podoviridae,Podoviridae
SMGC_7133,Virus,Other,Other
SMGC_7136,Virus,Other,Other
SMGC_7132,Virus,Other,Other
SMGC_7137,Virus,Papillomaviridae,Papillomaviridae
SMGC_7138,Virus,Siphoviridae,Siphoviridae
SMGC_7139,Virus,Siphoviridae,Siphoviridae
SMGC_7142,Virus,Siphoviridae,Siphoviridae
SMGC_7141,Virus,Siphoviridae,Siphoviridae
SMGC_7140,Virus,Papillomaviridae,Papillomaviridae
SMGC_7143,Virus,Siphoviridae,Siphoviridae
SMGC_7144,Virus,Siphoviridae,Siphoviridae
SMGC_7145,Virus,Myoviridae,Myoviridae
SMGC_7146,Virus,Myoviridae,Myoviridae
SMGC_7147,Virus,Myoviridae,Myoviridae
SMGC_7148,Virus,Myoviridae,Myoviridae
SMGC_7149,Virus,Other,Other
SMGC_7150,Virus,Podoviridae,Podoviridae
SMGC_7151,Virus,Myoviridae,Myoviridae
SMGC_7153,Virus,Siphoviridae,Siphoviridae
SMGC_7152,Virus,Unassigned,Unassigned
SMGC_7154,Virus,Other,Other
SMGC_7155,Virus,Siphoviridae,Siphoviridae
SMGC_7157,Virus,Siphoviridae,Siphoviridae
SMGC_7156,Virus,Phycodnaviridae,Phycodnaviridae
SMGC_7159,Virus,Siphoviridae,Siphoviridae
SMGC_7158,Virus,Other,Other
SMGC_7160,Virus,Siphoviridae,Siphoviridae
SMGC_7163,Virus,Siphoviridae,Siphoviridae
SMGC_7161,Virus,Siphoviridae,Siphoviridae
SMGC_7168,Virus,Siphoviridae,Siphoviridae
SMGC_7162,Virus,Myoviridae,Myoviridae
SMGC_7167,Virus,Siphoviridae,Siphoviridae
SMGC_7173,Virus,Siphoviridae,Siphoviridae
SMGC_7166,Virus,Siphoviridae,Siphoviridae
SMGC_7169,Virus,Siphoviridae,Siphoviridae
SMGC_7174,Virus,Other,Other
SMGC_7171,Virus,Siphoviridae,Siphoviridae
SMGC_7172,Virus,Myoviridae,Myoviridae
SMGC_7164,Virus,Other,Other
SMGC_7165,Virus,Other,Other
SMGC_7170,Virus,Siphoviridae,Siphoviridae
SMGC_7175,Virus,Other,Other
SMGC_7176,Virus,Siphoviridae,Siphoviridae
SMGC_7177,Virus,Myoviridae,Myoviridae
SMGC_7179,Virus,Other,Other
SMGC_7178,Virus,Siphoviridae,Siphoviridae
SMGC_7180,Virus,Siphoviridae,Siphoviridae
SMGC_7181,Virus,Siphoviridae,Siphoviridae
SMGC_7182,Virus,Siphoviridae,Siphoviridae
SMGC_7183,Virus,Siphoviridae,Siphoviridae
SMGC_7184,Virus,Unassigned,Unassigned
SMGC_7186,Virus,Other,Other
SMGC_7185,Virus,Other,Other
SMGC_7187,Virus,Other,Other
SMGC_7188,Virus,Siphoviridae,Siphoviridae
SMGC_7190,Virus,Siphoviridae,Siphoviridae
SMGC_7193,Virus,Unassigned,Unassigned
SMGC_7189,Virus,Siphoviridae,Siphoviridae
SMGC_7191,Virus,Other,Other
SMGC_7192,Virus,Siphoviridae,Siphoviridae
SMGC_7194,Virus,Siphoviridae,Siphoviridae
SMGC_7195,Virus,Siphoviridae,Siphoviridae
SMGC_7197,Virus,Siphoviridae,Siphoviridae
SMGC_7196,Virus,Siphoviridae,Siphoviridae
SMGC_7198,Virus,Siphoviridae,Siphoviridae
SMGC_7200,Virus,Siphoviridae,Siphoviridae
SMGC_7199,Virus,Siphoviridae,Siphoviridae
SMGC_7201,Virus,Inoviridae,Inoviridae
SMGC_7202,Virus,Myoviridae,Myoviridae
SMGC_7203,Virus,Siphoviridae,Siphoviridae
SMGC_7204,Virus,Siphoviridae,Siphoviridae
SMGC_7205,Virus,Myoviridae,Myoviridae
SMGC_7207,Virus,Myoviridae,Myoviridae
SMGC_7206,Virus,Siphoviridae,Siphoviridae
SMGC_7208,Virus,Siphoviridae,Siphoviridae
SMGC_7209,Virus,Siphoviridae,Siphoviridae
SMGC_7210,Virus,Siphoviridae,Siphoviridae
SMGC_7211,Virus,Siphoviridae,Siphoviridae
SMGC_7212,Virus,Siphoviridae,Siphoviridae
SMGC_7213,Virus,Siphoviridae,Siphoviridae
SMGC_7215,Virus,Other,Other
SMGC_7214,Virus,Unassigned,Unassigned
SMGC_7216,Virus,Siphoviridae,Siphoviridae
SMGC_7217,Virus,Siphoviridae,Siphoviridae
SMGC_7218,Virus,Siphoviridae,Siphoviridae
SMGC_7220,Virus,Siphoviridae,Siphoviridae
SMGC_7221,Virus,Siphoviridae,Siphoviridae
SMGC_7222,Virus,Myoviridae,Myoviridae
SMGC_7219,Virus,Other,Other
SMGC_7223,Virus,Siphoviridae,Siphoviridae
SMGC_7224,Virus,Siphoviridae,Siphoviridae
SMGC_7225,Virus,Siphoviridae,Siphoviridae
SMGC_7226,Virus,Siphoviridae,Siphoviridae
SMGC_7227,Virus,Siphoviridae,Siphoviridae
SMGC_7228,Virus,Inoviridae,Inoviridae
SMGC_7229,Virus,Siphoviridae,Siphoviridae
SMGC_7231,Virus,Siphoviridae,Siphoviridae
SMGC_7230,Virus,Siphoviridae,Siphoviridae
SMGC_7232,Virus,Siphoviridae,Siphoviridae
SMGC_7233,Virus,Siphoviridae,Siphoviridae
SMGC_7235,Virus,Myoviridae,Myoviridae
SMGC_7239,Virus,Other,Other
SMGC_7236,Virus,Siphoviridae,Siphoviridae
SMGC_7237,Virus,Siphoviridae,Siphoviridae
SMGC_7238,Virus,Siphoviridae,Siphoviridae
SMGC_7234,Virus,Siphoviridae,Siphoviridae
SMGC_7241,Virus,Myoviridae,Myoviridae
SMGC_7250,Virus,Myoviridae,Myoviridae
SMGC_7247,Virus,Siphoviridae,Siphoviridae
SMGC_7240,Virus,Siphoviridae,Siphoviridae
SMGC_7249,Virus,Siphoviridae,Siphoviridae
SMGC_7251,Virus,Other,Other
SMGC_7242,Virus,Myoviridae,Myoviridae
SMGC_7254,Virus,Podoviridae,Podoviridae
SMGC_7246,Virus,Siphoviridae,Siphoviridae
SMGC_7253,Virus,Siphoviridae,Siphoviridae
SMGC_7244,Virus,Unassigned,Unassigned
SMGC_7252,Virus,Other,Other
SMGC_7243,Virus,Inoviridae,Inoviridae
SMGC_7245,Virus,Siphoviridae,Siphoviridae
SMGC_7248,Virus,Myoviridae,Myoviridae
SMGC_7272,Virus,Myoviridae,Myoviridae
SMGC_7261,Virus,Siphoviridae,Siphoviridae
SMGC_7264,Virus,Siphoviridae,Siphoviridae
SMGC_7263,Virus,Siphoviridae,Siphoviridae
SMGC_7259,Virus,Siphoviridae,Siphoviridae
SMGC_7257,Virus,Siphoviridae,Siphoviridae
SMGC_7258,Virus,Siphoviridae,Siphoviridae
SMGC_7255,Virus,Siphoviridae,Siphoviridae
SMGC_7266,Virus,Inoviridae,Inoviridae
SMGC_7273,Virus,Siphoviridae,Siphoviridae
SMGC_7274,Virus,Siphoviridae,Siphoviridae
SMGC_7256,Virus,Siphoviridae,Siphoviridae
SMGC_7265,Virus,Siphoviridae,Siphoviridae
SMGC_7270,Virus,Siphoviridae,Siphoviridae
SMGC_7260,Virus,Unassigned,Unassigned
SMGC_7271,Virus,Siphoviridae,Siphoviridae
SMGC_7269,Virus,Siphoviridae,Siphoviridae
SMGC_7262,Virus,Siphoviridae,Siphoviridae
SMGC_7267,Virus,Myoviridae,Myoviridae
SMGC_7268,Virus,Siphoviridae,Siphoviridae
SMGC_7280,Virus,Siphoviridae,Siphoviridae
SMGC_7279,Virus,Siphoviridae,Siphoviridae
SMGC_7276,Virus,Siphoviridae,Siphoviridae
SMGC_7277,Virus,Siphoviridae,Siphoviridae
SMGC_7275,Virus,Podoviridae,Podoviridae
SMGC_7278,Virus,Siphoviridae,Siphoviridae
SMGC_7281,Virus,Siphoviridae,Siphoviridae
SMGC_7282,Virus,Siphoviridae,Siphoviridae
SMGC_7285,Virus,Myoviridae,Myoviridae
SMGC_7283,Virus,Siphoviridae,Siphoviridae
SMGC_7284,Virus,Myoviridae,Myoviridae
SMGC_7287,Virus,Siphoviridae,Siphoviridae
SMGC_7286,Virus,Siphoviridae,Siphoviridae
SMGC_7288,Virus,Siphoviridae,Siphoviridae
SMGC_7289,Virus,Siphoviridae,Siphoviridae
SMGC_7291,Virus,Siphoviridae,Siphoviridae
SMGC_7290,Virus,Siphoviridae,Siphoviridae
SMGC_7292,Virus,Siphoviridae,Siphoviridae
SMGC_7293,Virus,Microviridae,Microviridae
SMGC_7294,Virus,Other,Other
SMGC_7295,Virus,Other,Other
SMGC_7296,Virus,Microviridae,Microviridae
SMGC_7301,Virus,Siphoviridae,Siphoviridae
SMGC_7298,Virus,Siphoviridae,Siphoviridae
SMGC_7300,Virus,Myoviridae,Myoviridae
SMGC_7299,Virus,Myoviridae,Myoviridae
SMGC_7297,Virus,Myoviridae,Myoviridae
SMGC_7302,Virus,Papillomaviridae,Papillomaviridae
SMGC_7303,Virus,Papillomaviridae,Papillomaviridae
SMGC_7304,Virus,Siphoviridae,Siphoviridae
SMGC_7314,Virus,Siphoviridae,Siphoviridae
SMGC_7306,Virus,Siphoviridae,Siphoviridae
SMGC_7309,Virus,Siphoviridae,Siphoviridae
SMGC_7305,Virus,Siphoviridae,Siphoviridae
SMGC_7307,Virus,Siphoviridae,Siphoviridae
SMGC_7308,Virus,Siphoviridae,Siphoviridae
SMGC_7313,Virus,Siphoviridae,Siphoviridae
SMGC_7310,Virus,Siphoviridae,Siphoviridae
SMGC_7311,Virus,Siphoviridae,Siphoviridae
SMGC_7312,Virus,Siphoviridae,Siphoviridae
SMGC_7317,Virus,Siphoviridae,Siphoviridae
